Warehouse_ID,Location,Current_Stock,Demand_Forecast,Lead_Time_Days,Shipping_Time_Days,Stockout_Risk,Operational_Cost,Supplier_ID,Product_Category,Monthly_Sales,Order_Processing_Time,Return_Rate,Customer_Rating,Warehouse_Capacity,Storage_Cost,Transportation_Cost,Backorder_Quantity,Damaged_Goods,Employee_Count,Total_Logistics_Cost,Net_Profit,Operating_Cost_Ratio,Delivery_Efficiency,Stock_Utilization,Inventory_Turnover_Ratio,Demand_Gap,Risk_Score
WH199,Atlanta,2677,3594,9,5,9,93093,S319,Electronics,7549,0.8673231125879557,8.895301460945184,2.8133227921891293,47231,8493,3125,201,9,16,104711,-97162,13.87084382037356,14.867323112587956,5.667887616184285,2.8199477026522226,917,26.895301460945184
WH092,Miami,1330,1433,9,7,15,57086,S138,Furniture,2447,4.364866507776807,0.9251953826511096,2.669654185377416,41005,7917,13814,255,13,95,78817,-76370,32.20964446260727,20.364866507776807,3.2435068894037316,1.8398496240601503,103,28.92519538265111
WH401,Seattle,3759,1018,3,3,17,60495,S810,Apparel,6247,4.65542398089618,9.67690660136815,1.7528227091073534,41287,4925,11217,124,40,98,76637,-70390,12.267808548103089,10.655423980896181,9.104560757623464,1.661878159084863,-2741,66.67690660136816
WH440,San Francisco,3296,3925,2,5,14,31611,S429,Groceries,4216,4.15079855920052,1.6063667169165947,3.815167434066968,34858,2509,2403,159,45,40,36523,-32307,8.662950664136622,11.15079855920052,9.455505192495266,1.279126213592233,629,60.6063667169166
WH269,Miami,1573,2459,5,6,6,44851,S863,Apparel,5249,0.5602358603914286,9.400063276128268,4.991261774355099,35387,17511,14135,249,22,69,76497,-71248,14.57363307296628,11.56023586039143,4.445135219148274,3.336935791481246,886,37.400063276128265
WH280,San Francisco,3364,3219,10,3,9,72445,S396,Furniture,7808,1.6673385816493742,0.7261309960621802,4.620090024836683,11340,16014,5555,150,17,70,94014,-86206,12.040727459016393,14.667338581649375,29.664902998236332,2.3210463733650415,-145,26.72613099606218
WH224,New York,2460,509,4,1,18,51625,S634,Automotive,5160,3.225959290317888,3.45230173708965,1.7727720618081642,25172,19245,13942,247,25,15,84812,-79652,16.43643410852713,8.225959290317888,9.772763387891308,2.097560975609756,-1951,46.45230173708965
WH195,New York,833,3175,4,3,6,95174,S346,Apparel,5369,1.6119419454824,6.910683212213677,2.753405881554688,46936,11659,13600,20,29,35,120433,-115064,22.431178990501024,8.6119419454824,1.7747571160729503,6.445378151260504,2342,41.91068321221368
WH242,Atlanta,3010,1765,2,1,18,34994,S136,Furniture,7756,1.434040342082321,1.834622098138203,1.9091509355393868,47303,14519,9948,245,45,47,59461,-51705,7.666451779267664,4.434040342082321,6.363232775933874,2.5767441860465117,-1245,64.8346220981382
WH375,Denver,4991,3810,7,3,15,89876,S372,Automotive,7625,1.3308846758695665,5.397408371929328,2.2802815929964684,11753,1898,8285,120,49,52,100059,-92434,13.122491803278688,11.330884675869566,42.465753424657535,1.5277499499098377,-1181,69.39740837192933
WH099,Miami,4998,1200,9,7,16,64791,S411,Furniture,6075,0.7599949341679718,5.714418204789014,3.8622821979780886,35815,2792,11106,256,47,78,78689,-72614,12.95292181069959,16.75999493416797,13.955046768113919,1.215486194477791,-3798,68.71441820478901
WH216,New York,2492,2973,9,5,23,47857,S201,Apparel,2441,2.63488505525635,8.661110256453718,1.2204706686611209,49704,8597,676,283,36,65,57130,-54689,23.404342482589104,16.634885055256348,5.0136809914695,0.9795345104333868,481,67.66111025645372
WH187,Atlanta,1298,4148,10,5,10,70464,S684,Apparel,2619,3.154068570288584,4.966517084092609,4.654195346188171,20213,10252,6489,24,8,27,87205,-84586,33.29705994654448,18.154068570288583,6.4216098550437835,2.0177195685670264,2850,22.966517084092608
WH434,New York,3535,4561,8,7,19,66003,S677,Electronics,9752,4.76460263830698,6.96512693399273,2.899379271822176,27446,4070,2268,6,33,27,72341,-62589,7.418068088597211,19.76460263830698,12.879836770385483,2.7586987270155587,1026,58.96512693399273
WH388,Dallas,2595,4478,8,2,23,36726,S813,Electronics,7212,2.7293604007666152,3.876420576860777,1.2275020596344786,13371,5624,6640,166,27,60,48990,-41778,6.792845257903494,12.729360400766616,19.407673322862912,2.779190751445087,1883,53.87642057686078
WH044,Miami,1697,3299,4,5,17,87372,S501,Groceries,8936,2.577018869781421,4.131810748080127,1.6380197741513682,44716,6489,14212,47,31,30,108073,-99137,12.09411369740376,11.577018869781421,3.795062170140442,5.265763111373011,1602,52.13181074808013
WH471,Chicago,1312,3307,6,5,24,96271,S136,Groceries,1605,0.6949267186102566,7.58836927118285,3.4228998663148102,43037,11793,3716,73,18,93,111780,-110175,69.64485981308411,11.694926718610256,3.048539628691591,1.2233231707317074,1995,49.58836927118285
WH162,Seattle,1443,1157,4,4,18,76947,S109,Automotive,3327,0.9871784414898837,6.9040491815699525,1.2630262633084492,23449,18784,11728,259,20,38,107459,-104132,32.29906822963631,8.987178441489885,6.15378054501258,2.3056133056133055,-286,44.90404918156995
WH197,Seattle,3327,3799,9,4,13,34130,S309,Furniture,1450,3.444852049172327,3.583126697212627,3.350975261523341,28103,10754,1809,36,5,30,46693,-45243,32.20206896551724,16.444852049172326,11.838593744440097,0.43582807333934476,472,21.583126697212627
WH007,Miami,3165,4971,9,4,16,98563,S312,Electronics,7138,3.3058634955427797,1.505462166658272,4.480919463682463,17714,15161,13676,38,37,46,127400,-120262,17.848136732978425,16.30586349554278,17.86722366489782,2.255292259083728,1806,54.50546216665827
WH124,New York,1340,2971,6,7,25,79393,S819,Automotive,5874,1.0570412297597962,7.417042138817403,3.9577519642036014,33504,9168,1607,140,20,12,90168,-84294,15.350357507660878,14.057041229759797,3.999522445081184,4.383582089552239,1631,52.41704213881741
WH343,Denver,857,4872,7,3,21,66122,S771,Apparel,1948,0.9136875618552618,6.179871076910098,1.1370676051536948,33036,2440,8450,82,27,44,77012,-75064,39.53388090349076,10.913687561855262,2.5941397263591233,2.2730455075845972,4015,54.179871076910096
WH466,San Francisco,2791,3728,10,5,6,53951,S211,Groceries,4632,2.9815658082738885,0.8859390721709488,1.6189229337661954,49896,7065,557,2,26,43,61573,-56941,13.292962003454232,17.98156580827389,5.593634760301427,1.6596202078108204,937,32.88593907217095
WH127,Miami,2334,5100,7,4,6,77838,S347,Electronics,9465,4.293963591620115,4.299181282408586,1.4437609885294598,30756,13127,1215,125,44,100,92180,-82715,9.73903856312731,15.293963591620116,7.58876316816231,4.0552699228791775,2766,54.29918128240858
WH156,Los Angeles,2798,1481,6,4,23,30568,S920,Apparel,8115,4.894737957476656,6.806793111677761,2.3380466708028083,22257,1110,5314,292,10,81,36992,-28877,4.558471965495995,14.894737957476657,12.571325875005614,2.900285918513224,-1317,39.80679311167776
WH079,Chicago,4813,2247,6,7,14,58707,S491,Apparel,7205,4.197616818738573,4.566706750953509,3.768307775122011,30328,11105,3728,206,48,40,73540,-66335,10.20680083275503,17.197616818738574,15.86982326562912,1.4969873259921047,-2566,66.5667067509535
WH022,Houston,2651,4180,6,1,5,40114,S571,Groceries,9713,1.7433399483828371,2.575204869333072,2.188437890527302,26441,16376,3721,216,37,83,60211,-50498,6.199011633892721,8.743339948382836,10.026095836012255,3.663900414937759,1529,44.57520486933307
WH270,Dallas,532,4281,8,4,11,87888,S184,Furniture,6644,3.4822959389454446,1.514175873010643,1.5038789114051263,48750,18999,9465,279,8,53,116352,-109708,17.512341962673087,15.482295938945445,1.0912820512820514,12.488721804511279,3749,20.514175873010643
WH263,Los Angeles,2607,4256,3,2,13,94791,S892,Apparel,6189,4.389174887021215,2.489233291346702,3.349496436138462,10928,15210,10826,137,1,37,120827,-114638,19.52286314428825,9.389174887021216,23.85614934114202,2.3739930955120827,1649,16.4892332913467
WH466,Los Angeles,3954,4082,7,2,13,86732,S219,Automotive,2398,3.4315867630283257,5.442030993712262,2.3162016843533744,10369,5264,2813,283,22,86,94809,-92411,39.53669724770642,12.431586763028326,38.132896132703245,0.6064744562468386,128,40.442030993712265
WH254,Dallas,3708,2235,7,5,17,36749,S521,Furniture,6759,4.245877681403539,6.026154882440943,4.251698802025805,36428,7985,9161,98,35,23,53895,-47136,7.97381269418553,16.245877681403538,10.178983199736466,1.8228155339805825,-1473,58.02615488244094
WH141,Denver,980,2070,7,4,18,96843,S119,Automotive,8159,4.0399757922900985,5.638568988753409,2.0401231057083216,15824,10856,12927,70,41,52,120626,-112467,14.784409854148793,15.039975792290099,6.193124368048534,8.325510204081633,1090,64.6385689887534
WH295,Denver,1834,1077,7,7,16,37429,S396,Groceries,4210,3.1469617803986503,1.7596745187193243,3.902309300262796,12488,10894,10745,164,12,6,59068,-54858,14.03040380047506,17.146961780398648,14.686098654708521,2.295528898582334,-757,29.759674518719322
WH050,Seattle,4324,1831,3,4,17,43981,S921,Groceries,1393,1.1280814456483437,7.109339579621852,1.7449045392822646,46359,14236,13470,70,5,89,71687,-70294,51.462311557788944,8.128081445648345,9.327207230526973,0.3221554116558742,-2493,29.109339579621853
WH228,New York,2548,4355,6,5,18,95645,S558,Groceries,4284,4.771542168206818,6.609676065944194,1.96418362917576,44370,8185,5267,248,18,88,109097,-104813,25.466153127917835,15.771542168206818,5.742618886635114,1.6813186813186813,1807,42.60967606594419
WH125,Denver,3380,5055,6,4,24,66402,S735,Groceries,5544,2.2311774109484483,8.511802042037194,1.28832640241377,23744,13811,9053,146,4,85,89266,-83722,16.101370851370852,12.231177410948447,14.235175202156332,1.6402366863905324,1675,36.511802042037196
WH006,Atlanta,1314,4858,5,2,18,42837,S955,Groceries,3448,2.1723522245761657,5.843548804633928,2.868405400576916,15353,16110,7856,70,42,31,66803,-63355,19.374419953596288,9.172352224576166,8.558587898130659,2.624048706240487,3544,65.84354880463393
WH043,Miami,570,4885,4,5,7,57506,S167,Groceries,4262,3.2196138149263485,4.218476444831822,2.932320275333834,16459,19635,13095,61,1,62,90236,-85974,21.172219615204128,12.219613814926348,3.4631508597120115,7.47719298245614,4315,12.218476444831822
WH250,San Francisco,528,1982,2,1,9,80086,S230,Groceries,1513,3.6353295637262,2.1514037788288585,2.585306771833449,30525,18993,7758,49,34,36,106837,-105324,70.61269001982815,6.6353295637262,1.7297297297297298,2.865530303030303,1454,45.15140377882886
WH306,Houston,4942,4080,5,3,25,44339,S210,Groceries,9609,3.92591943567002,0.5067553350714313,1.249607483589442,46227,9557,8166,102,37,20,62062,-52453,6.458736601103133,11.92591943567002,10.690721872498758,1.944354512343181,-862,62.50675533507143
WH018,Miami,2482,516,2,2,17,79112,S491,Apparel,2238,2.303450971010143,1.7629513346528352,4.088770744703288,24140,15962,4290,292,23,70,99364,-97126,44.398570151921355,6.303450971010143,10.28169014084507,0.9016921837228042,-1966,41.76295133465284
WH055,Dallas,3790,2904,8,4,13,80868,S929,Groceries,3819,0.7883545024077682,6.447282385305265,4.699026272849533,18187,16069,12253,248,49,31,109190,-105371,28.591254255040585,12.788354502407767,20.83906086765272,1.0076517150395778,-886,68.44728238530527
WH454,Los Angeles,2838,3097,4,5,24,52345,S856,Groceries,1932,3.2398408285236115,3.161294892494549,1.2233738808581744,41612,2593,12276,9,33,22,67214,-65282,34.789855072463766,12.239840828523612,6.820148034220898,0.6807610993657506,259,60.16129489249455
WH178,Atlanta,1055,3915,9,1,16,93626,S917,Automotive,6077,1.378647727475505,3.1933413332207032,2.606415416015871,13099,12517,8893,283,37,99,115036,-108959,18.929735066644724,11.378647727475505,8.054049927475381,5.760189573459716,2860,56.1933413332207
WH486,Seattle,2163,4952,7,6,10,63033,S768,Automotive,3870,0.9044239890708552,7.788806685434134,3.996709577070427,26467,18771,5622,160,49,59,87426,-83556,22.590697674418603,13.904423989070855,8.172441153134091,1.7891816920943135,2789,66.78880668543414
WH107,San Francisco,3237,4641,5,1,18,89202,S218,Automotive,8491,2.371239114826022,7.636075282413879,3.935632809599674,24438,17255,12267,136,8,7,118724,-110233,13.982334236250146,8.371239114826022,13.245764792536214,2.6231078158789,1404,33.63607528241388
WH242,Miami,1440,1135,2,2,22,64823,S471,Apparel,2917,3.746115605276315,9.613737533870475,3.3716614862742995,40012,18694,5063,49,8,67,88580,-85663,30.366815221117587,7.746115605276315,3.5989203239028296,2.0256944444444445,-305,39.61373753387048
WH353,San Francisco,3119,4223,2,7,7,34027,S763,Electronics,5461,1.9483658513573847,8.492109830382054,2.494557724836613,46381,6415,861,71,38,8,41303,-35842,7.563266800952206,10.948365851357385,6.7247364222418655,1.7508816928502726,1104,53.492109830382056
WH477,Miami,938,4245,5,4,23,52190,S601,Automotive,7383,4.569937274919113,4.314258633948287,2.6611488684907405,13574,11663,7327,209,14,63,71180,-63797,9.641067316808885,13.569937274919113,6.910269633122146,7.871002132196162,3307,41.314258633948285
WH189,San Francisco,783,1310,6,3,5,97457,S733,Electronics,2030,2.342681367211197,1.0144603293710803,2.151291746860922,33885,1985,6261,257,23,71,105703,-103673,52.070443349753695,11.342681367211197,2.3107569721115535,2.5925925925925926,527,29.01446032937108
WH097,Houston,4588,4176,2,3,15,73887,S744,Electronics,9762,2.2802591344456937,6.335227603505666,3.189628988075053,15219,5923,7977,238,26,26,87787,-78025,8.992726900225364,7.280259134445694,30.146527367106906,2.1277244986922406,-412,47.335227603505665
WH174,Los Angeles,2771,4542,10,1,8,89581,S508,Electronics,8717,1.2774135817004648,6.994702732536864,4.149458958361379,45941,17813,9555,190,34,91,116949,-108232,13.416198233337157,12.277413581700465,6.031649289305848,3.1457957416095272,1771,48.994702732536865
WH153,Atlanta,3630,956,9,7,7,45897,S517,Apparel,3023,2.7416817060213257,5.330618320677362,2.577514247636304,16306,10185,14293,96,41,25,70375,-67352,23.279854449222626,18.741681706021325,22.261744143260152,0.8327823691460056,-2674,53.33061832067736
WH334,Los Angeles,4069,1971,5,4,11,41108,S456,Groceries,2308,4.038621486568559,2.190833817906946,1.0845975511805928,37238,12903,7918,121,24,14,61929,-59621,26.832322357019063,13.038621486568559,10.927010043503946,0.5672155320717621,-2098,37.19083381790695
WH082,San Francisco,4892,1083,7,5,19,97049,S183,Electronics,5580,3.672574028461696,0.8975352753545169,1.180772972936135,15458,14880,14212,9,49,6,126141,-120561,22.605913978494623,15.672574028461696,31.64704360201837,1.1406377759607522,-3809,68.89753527535451
WH125,Seattle,1085,3932,2,1,10,31964,S539,Electronics,5896,4.531215735919565,0.9841134997220558,4.854329604765839,34914,15079,12423,271,13,41,59466,-53570,10.085820895522389,7.531215735919565,3.1076359053674745,5.434101382488479,2847,23.984113499722056
WH347,Seattle,1133,3203,2,1,17,85331,S395,Apparel,2526,3.4017176191198857,5.039495031269183,4.472942625972051,37204,7396,11618,129,33,51,104345,-101819,41.308392715756135,6.401717619119886,3.045371465433824,2.229479258605472,2070,55.03949503126918
WH425,Dallas,1070,4667,5,5,15,94026,S466,Furniture,9375,3.4963317609672213,9.10707796123616,4.253821657931439,29777,8675,5657,28,1,70,108358,-98983,11.558186666666666,13.496331760967221,3.593377438962958,8.761682242990654,3597,25.107077961236158
WH153,Seattle,2783,3089,6,4,20,31379,S147,Automotive,5599,3.8532196867650392,5.177985872565143,4.144548805889327,34966,9430,7684,210,32,91,48493,-42894,8.661010894802644,13.853219686765039,7.9591603271749705,2.0118577075098814,306,57.177985872565145
WH458,Dallas,2956,591,7,4,11,68101,S816,Apparel,8829,3.308230484668904,5.851436733787557,3.895181314504229,34314,19128,9077,197,37,73,96306,-87477,10.90791709140333,14.308230484668904,8.614559654951332,2.98680649526387,-2365,53.85143673378756
WH362,San Francisco,1105,1494,4,7,16,86457,S396,Automotive,8357,1.3210481495822426,1.4551772259449398,1.406863888155149,44544,4098,7715,131,3,22,98270,-89913,11.75900442742611,12.321048149582243,2.4806932471264367,7.56289592760181,389,20.45517722594494
WH185,Atlanta,4025,1348,3,2,6,32278,S134,Automotive,2457,0.7197221595936485,6.893959055545324,1.2262535496679594,22903,1778,4901,249,5,46,38957,-36500,15.855514855514855,5.7197221595936485,17.574116927913373,0.6104347826086957,-2677,17.893959055545324
WH254,Atlanta,4276,3468,10,1,16,44679,S410,Furniture,6997,3.560400811312308,1.1852996332661525,1.7906886450859072,25956,1174,14281,122,6,54,60134,-53137,8.594254680577391,14.560400811312308,16.474032978887347,1.6363423760523854,-808,23.185299633266155
WH472,New York,4067,2378,5,7,8,55131,S214,Automotive,8284,2.6948991088537606,7.807269760553269,1.6785180324304214,40549,17999,12708,226,12,46,85838,-77554,10.361902462578465,14.694899108853761,10.029840439961529,2.0368822227686256,-1689,27.807269760553268
WH315,Los Angeles,2253,2408,7,4,5,78804,S722,Furniture,9539,3.935153366504568,1.6094199709814914,4.145083252784581,17822,14959,4780,61,42,74,98543,-89004,10.330537792221406,14.935153366504569,12.641678823925485,4.233910341766533,155,48.60941997098149
WH233,Denver,3633,3446,10,4,5,80642,S398,Furniture,8647,4.680226191008989,9.480227208677835,1.871207718604752,40696,5691,2231,278,3,33,88564,-79917,10.24216491268648,18.68022619100899,8.927167289168468,2.380126617120837,-187,17.480227208677835
WH039,New York,4625,2143,4,1,19,77994,S711,Groceries,6810,3.7351764922045696,9.386046473541366,4.339697396842895,37574,5501,11572,20,2,18,95067,-88257,13.959911894273128,8.73517649220457,12.309043487517965,1.4724324324324325,-2482,30.386046473541366
WH378,Denver,3385,3251,5,4,5,46917,S586,Automotive,6447,1.378266895660984,9.52677264321144,2.683638298637746,14836,12091,8644,175,0,28,67652,-61205,10.493562897471692,10.378266895660984,22.81612294418981,1.9045790251107828,-134,14.52677264321144
WH082,Dallas,3756,1623,8,2,25,83069,S801,Apparel,4363,4.841622118032367,6.291763381398928,2.3452135261334583,48455,5138,12163,276,43,18,100370,-96007,23.00481320192528,14.841622118032367,7.7515220307501815,1.16160809371672,-2133,74.29176338139894
WH010,Atlanta,853,4822,2,6,25,30777,S616,Furniture,7854,2.9011038090227186,4.608665813732068,1.2459816215860022,13624,8451,6198,241,40,88,45426,-37572,5.783804430863254,10.901103809022718,6.261009982384028,9.207502930832357,3969,69.60866581373207
WH232,Los Angeles,1999,4340,10,4,25,59472,S365,Furniture,4602,4.093949324976702,4.45675169425218,4.5564093742173135,20435,6118,12838,265,36,33,78428,-73826,17.042155584528466,18.093949324976702,9.782236359187667,2.3021510755377688,2341,65.45675169425218
WH205,San Francisco,4855,4555,7,6,13,44452,S450,Apparel,7850,3.158681814624715,1.405207471438337,4.644929750089861,29113,5476,3787,35,10,68,53715,-45865,6.842675159235669,16.158681814624714,16.67639885961598,1.6168898043254376,-300,24.405207471438338
WH236,Atlanta,4793,4845,4,5,6,76581,S511,Apparel,7472,2.493734079232039,1.6878560502785165,3.661938243917697,40975,8669,5610,79,35,92,90860,-83388,12.160064239828694,11.49373407923204,11.697376449054302,1.558940121009806,52,42.68785605027852
WH331,San Francisco,2710,2793,7,2,22,40686,S857,Electronics,5156,4.147032732302561,5.687013355747712,3.1619935023130155,33721,5159,9866,227,30,86,55711,-50555,10.805081458494957,13.147032732302561,8.036535096823938,1.9025830258302583,83,57.68701335574771
WH221,Dallas,4693,2590,6,2,9,68367,S923,Apparel,2077,3.687660635337499,1.1222964721776392,3.2022021152372475,16068,12663,13144,106,12,19,94174,-92097,45.34135772749158,11.6876606353375,29.207119741100325,0.4425740464521628,-2103,22.122296472177638
WH420,Denver,3177,3658,9,6,11,51099,S334,Automotive,4728,2.228897599874667,3.228079421307656,4.705196817484711,38501,15641,12475,131,4,28,79215,-74487,16.754441624365484,17.228897599874667,8.251733721202047,1.4881964117091595,481,18.228079421307655
WH178,Atlanta,2897,5133,10,5,12,55488,S840,Automotive,9032,2.995728111088946,5.727325542666683,3.966267629358512,41563,15830,13589,144,49,24,84907,-75875,9.400686448184233,17.995728111088944,6.970141712580902,3.117707973765965,2236,66.72732554266668
WH009,Atlanta,3113,639,3,5,21,73388,S520,Groceries,5139,0.6823629612278101,2.3485187673247934,1.2116350947503007,42738,1938,10983,29,0,19,86309,-81170,16.794901731854445,8.68236296122781,7.283915953016051,1.6508191455187922,-2474,23.348518767324794
WH266,Miami,4262,4453,4,7,20,47772,S644,Automotive,4193,2.016806076618449,9.410102651539525,2.4086257012276358,21690,16433,1907,16,15,9,66112,-61919,15.767231099451466,13.01680607661845,19.649608114338406,0.9838104176442984,191,44.410102651539525
WH054,Denver,562,2584,7,7,22,70573,S342,Groceries,8087,0.8934419386488675,3.923041346098174,3.614312955335385,10919,17110,3204,216,2,86,90887,-82800,11.238654630889082,14.893441938648866,5.146991482736514,14.38967971530249,2022,27.923041346098174
WH297,Chicago,1377,3852,10,2,13,32573,S940,Furniture,4851,2.572734843629043,4.984775575239685,4.027067674092859,22061,7161,13990,275,9,75,53724,-48873,11.07482993197279,14.572734843629043,6.241784143964462,3.522875816993464,2475,26.984775575239684
WH068,Chicago,3237,4628,2,2,15,82698,S325,Automotive,8869,2.3030968971262498,3.5364465951868387,2.562071464622345,22298,2024,5966,95,39,44,90688,-81819,10.225279061901004,6.30309689712625,14.516997040093283,2.7398826073524867,1391,57.53644659518684
WH496,Miami,4862,4621,10,6,5,87939,S804,Apparel,2900,1.117540979523934,9.409925344743009,1.8574980394756824,45518,13888,8672,264,41,62,110499,-107599,38.10310344827586,17.117540979523934,10.68148864185597,0.5964623611682435,-241,55.40992534474301
WH478,Houston,789,1746,9,6,23,79365,S453,Automotive,3171,2.7423648076544795,9.315235139253392,3.7817580136174103,43927,5602,12965,254,9,65,97932,-94761,30.883632923368022,17.74236480765448,1.7961618139185467,4.019011406844107,957,41.31523513925339
WH129,Seattle,3104,4771,2,2,25,80079,S187,Electronics,3050,3.303165258596908,9.62308177114705,4.142530632667576,25046,18888,9374,172,19,58,108341,-105291,35.5216393442623,7.303165258596907,12.393196518406132,0.9826030927835051,1667,53.62308177114705
WH093,Atlanta,1435,5167,10,3,18,53504,S868,Furniture,6151,3.4955407232912656,1.6488872482675858,2.7164515588987865,16295,3196,14151,114,44,13,70851,-64700,11.518614859372459,16.495540723291263,8.806382325866831,4.286411149825784,3732,63.648887248267584
WH414,Chicago,4473,2730,10,7,21,32188,S557,Groceries,3435,4.707221900372791,1.3837596926727609,2.142700106194362,17183,2226,9199,87,14,17,43613,-40178,12.69665211062591,21.70722190037279,26.031542803934123,0.7679409792085848,-1743,36.38375969267276
WH100,Los Angeles,1859,4489,5,4,23,34451,S211,Groceries,9634,0.5051594759509981,3.206536021597237,1.1020643173293565,29322,18781,7428,269,47,59,60660,-51026,6.296450072659331,9.505159475950999,6.339949525953209,5.182356105433029,2630,73.20653602159723
WH013,Miami,4214,2516,5,7,8,46897,S998,Furniture,2027,4.116614315524204,7.620789530147575,4.68804215850736,44903,18844,8447,26,12,35,74188,-72161,36.59990133201776,16.116614315524203,9.384673629824288,0.481015662078785,-1698,27.620789530147576
WH422,Los Angeles,3561,402,10,3,9,53249,S890,Automotive,2809,3.893007702174429,8.874503241366527,3.219685998829052,37169,12529,8799,125,2,50,74577,-71768,26.54930580277679,16.89300770217443,9.580564448868682,0.7888233642235327,-3159,19.874503241366526
WH287,Dallas,3298,408,7,3,9,32024,S971,Groceries,6968,2.755378380493312,7.884325486060242,3.2816015583640725,10604,5177,10228,149,30,19,47429,-40461,6.806687715269804,12.755378380493312,31.10147114296492,2.1127956337174045,-2890,46.88432548606024
WH054,Atlanta,2677,4517,7,5,15,88414,S924,Electronics,8398,2.5034526815535045,5.429731238791156,2.019250523513873,13407,19481,4614,228,3,93,112509,-104111,13.397118361514647,14.503452681553505,19.96718132318938,3.137093761673515,1840,23.429731238791156
WH258,Houston,1665,1457,2,5,13,56498,S669,Automotive,1525,1.183463664682772,4.362674871530122,3.073135425649372,30826,10751,14777,58,31,74,82026,-80501,53.787540983606554,8.183463664682773,5.401284629857912,0.9159159159159159,-208,48.362674871530125
WH136,New York,4421,3181,10,5,11,47922,S851,Electronics,1038,3.848050547745861,7.849501440463722,4.182189570477151,27494,19822,10759,236,35,86,78503,-77465,75.62909441233141,18.84805054774586,16.079871972066634,0.2347885093870165,-1240,53.84950144046372
WH312,Dallas,4808,1153,10,6,19,34386,S471,Groceries,9223,0.8262203298923263,0.7855293240059442,3.707382269768485,46284,16981,11539,238,19,39,62906,-53683,6.820557302396184,16.826220329892326,10.38803906317518,1.918261231281198,-3655,38.78552932400594
WH483,Miami,583,3301,2,6,21,45378,S498,Automotive,4534,0.8340030997555311,2.208844548998254,1.436325711386408,33922,7619,14413,298,13,23,67410,-62876,14.867666519629466,8.834003099755531,1.718648664583456,7.777015437392796,2718,36.20884454899826
WH307,Chicago,2535,670,10,5,7,86852,S105,Electronics,9709,2.3929297875995488,1.4697605067822876,2.788001508463846,38167,2813,9918,64,15,44,99583,-89874,10.256772067154186,17.39292978759955,6.641863389839391,3.829980276134122,-1865,23.469760506782286
WH096,Denver,876,4572,8,4,21,51273,S529,Automotive,1549,4.737408838987866,4.378774438164912,3.676212319488384,42787,16048,12204,164,31,44,79525,-77976,51.3395739186572,16.737408838987868,2.0473508308598407,1.7682648401826484,3696,56.37877443816491
WH037,Houston,1389,1881,3,2,17,48242,S860,Apparel,2669,2.738094464697677,1.1260942084019383,4.512628244794277,16071,5523,4816,2,45,18,58581,-55912,21.948669913825402,7.738094464697677,8.642897143923838,1.9215262778977682,492,63.12609420840194
WH319,Dallas,3321,3357,9,1,16,64265,S709,Furniture,4167,3.6685131138275744,2.6293302819586746,3.4040881169142283,44887,2797,9671,245,12,71,76733,-72566,18.41444684425246,13.668513113827574,7.398578653062134,1.2547425474254743,36,30.629330281958673
WH039,Miami,874,3644,7,3,8,87744,S724,Furniture,7033,2.7012376215126443,7.269622657191019,1.2956086154258748,11714,8626,3739,80,48,38,100109,-93076,14.234181714773213,12.701237621512645,7.461157589209493,8.046910755148742,2770,63.26962265719102
WH379,Seattle,1431,4199,5,4,8,73889,S537,Furniture,2413,2.960442683768946,1.9529129590696488,3.8499484049280497,33343,7383,6215,96,36,60,87487,-85074,36.25652714463324,11.960442683768946,4.291755390936628,1.6862334032145352,2768,45.95291295906965
WH165,Dallas,4585,1133,7,2,16,59096,S255,Apparel,7346,3.061060257574442,8.122255481230233,2.7120562910443726,10927,7768,3878,15,24,59,70742,-63396,9.630002722570106,12.061060257574443,41.96028187059577,1.6021810250817885,-3452,48.12225548123023
WH228,Dallas,3000,2800,7,6,17,68570,S549,Groceries,3022,2.0734071288774265,1.7256897056349547,2.077692874877569,17122,4512,14576,241,39,93,87658,-84636,29.0066181336863,15.073407128877427,17.52131760308375,1.0073333333333334,-200,57.725689705634956
WH095,Denver,4376,3250,9,4,12,92958,S428,Furniture,2486,3.750684189553968,2.170777758481307,1.9064014790487331,15561,18118,2657,44,50,96,113733,-111247,45.749396621078034,16.75068418955397,28.12158601632286,0.5680987202925045,-1126,64.17077775848131
WH458,Seattle,1930,1690,2,5,14,59326,S305,Apparel,4275,0.835235956708963,1.0218607308163654,2.2918693611017336,11992,10108,558,3,22,62,69992,-65717,16.372397660818713,7.835235956708963,16.094062708472315,2.215025906735751,-240,37.021860730816364
WH111,New York,1306,2568,4,1,6,99648,S417,Apparel,7126,1.720847231927259,5.418592416723341,4.2009473045330665,10857,14934,5552,292,24,12,120134,-113008,16.858546168958743,6.720847231927259,12.029105646126922,5.45635528330781,1262,35.41859241672334
WH063,Denver,519,4714,10,7,13,48320,S782,Furniture,1845,2.5634494400064507,9.643661997837889,4.354149553823753,46938,13318,3878,127,50,23,65516,-63671,35.510027100271,19.56344944000645,1.1057139204908604,3.554913294797688,4195,72.64366199783788
WH195,Miami,1618,499,8,3,5,76517,S746,Apparel,6348,3.327310732639825,6.979741513490626,3.8729251307243953,31711,4840,7402,65,50,33,88759,-82411,13.982199117832389,14.327310732639825,5.102330421620258,3.92336217552534,-1119,61.97974151349062
